signup_date,termination_date,membership_cost
2014-01-23,2014-06-03,1029.0
2014-01-25,2014-03-16,1259.0
2014-01-12,2014-04-27,1411.0
2014-01-31,2014-05-02,912.0
2014-01-05,2014-06-21,1568.0
2014-01-24,2014-02-18,1354.0
2014-01-14,2014-06-17,1391.0
2014-01-06,2014-06-29,1027.0
2014-01-27,2014-06-03,1171.0
2014-01-06,2014-05-11,1274.0
2014-01-31,2014-03-17,1099.0
2014-01-23,2014-02-28,1180.0
2014-01-23,2014-06-13,1301.0
2014-01-10,2014-06-07,1109.0
2014-01-11,2014-06-16,1256.0
2014-01-04,2014-06-19,1006.0
2014-01-25,2014-06-08,1349.0
2014-01-23,2014-02-28,1077.0
2014-01-24,2014-06-01,1160.0
2014-01-12,2014-06-17,1082.0
2014-01-23,2014-04-27,874.0
2014-01-24,2014-05-22,1326.0
2014-01-31,2014-05-24,1061.0
2014-01-28,2014-05-28,1127.0
2014-01-20,2014-03-15,1043.0
2014-01-05,2014-06-26,1228.0
2014-01-09,2014-03-16,1477.0
2014-01-25,2014-03-11,1477.0
2014-01-24,2014-03-12,1287.0
2014-01-20,2014-03-16,1414.0
2014-01-04,2014-06-27,1214.0
2014-01-04,2014-06-25,1415.0
2014-01-10,2014-06-20,888.0
2014-01-15,2014-06-25,894.0
2014-01-26,2014-05-14,1118.0
2014-01-21,2014-04-24,1363.0
2014-01-10,2014-06-09,1375.0
2014-01-22,2014-06-29,1350.0
2014-01-05,2014-02-22,1405.0
2014-01-26,2014-05-18,1265.0
2014-01-04,2014-06-14,1317.0
2014-01-19,2014-06-08,1070.0
2014-01-01,2014-06-07,1401.0
2014-01-02,2014-04-25,841.0
2014-01-16,2014-05-25,1349.0
2014-01-13,2014-06-07,1268.0
2014-01-04,2014-06-01,1329.0
2014-01-19,2014-04-27,1232.0
2014-01-14,2014-07-01,1227.0
2014-01-20,2014-06-23,1141.0
2014-01-27,2014-06-29,1243.0
2014-01-01,2014-06-25,1163.0
2014-01-14,2014-05-07,1162.0
2014-01-31,2014-05-03,1120.0
2014-01-26,2014-06-28,1507.0
2014-01-17,2014-06-28,1434.0
2014-01-04,2014-02-27,1378.0
2014-01-25,2014-06-13,1018.0
2014-01-24,2014-04-06,1130.0
2014-01-16,2014-02-24,933.0
2014-01-25,2014-06-26,1284.0
2014-01-18,2014-03-02,1297.0
2014-01-22,2014-06-14,1374.0
2014-01-24,2014-05-17,1064.0
2014-01-01,2014-06-13,978.0
2014-01-24,2014-06-30,1125.0
2014-01-12,2014-03-29,846.0
2014-01-29,2014-06-15,1053.0
2014-01-17,2014-06-26,1251.0
2014-01-25,2014-03-30,757.0
2014-01-09,2014-04-19,1365.0
2014-01-25,2014-06-09,1140.0
2014-01-25,2014-06-04,1512.0
2014-01-14,2014-06-18,1122.0
2014-01-10,2014-05-26,1215.0
2014-01-19,2014-05-23,1217.0
2014-01-11,2014-06-29,927.0
2014-01-20,2014-06-30,830.0
2014-01-10,2014-06-07,1258.0
2014-01-22,2014-06-28,1162.0
2014-01-10,2014-04-05,999.0
2014-01-10,2014-06-29,1526.0
2014-01-30,2014-06-01,1281.0
2014-01-10,2014-06-12,1165.0
2014-01-10,2014-04-12,1140.0
2014-01-31,2014-06-30,1036.0
2014-01-11,2014-04-20,1367.0
2014-01-03,2014-06-30,865.0
2014-01-02,2014-06-28,915.0
2014-01-25,2014-06-22,1081.0
2014-01-01,2014-05-16,1032.0
2014-01-11,2014-06-08,927.0
2014-01-11,2014-06-29,903.0
2014-01-18,2014-06-14,1002.0
2014-01-15,2014-03-01,1343.0
2014-01-25,2014-07-01,1184.0
2014-01-19,2014-04-05,1355.0
2014-01-15,2014-05-02,1049.0
2014-01-09,2014-05-11,908.0
2014-01-21,2014-06-15,1008.0
2014-01-26,2014-06-30,1256.0
2014-01-07,2014-06-28,1387.0
2014-01-23,2014-06-29,1169.0
2014-01-06,2014-06-08,1268.0
2014-01-09,2014-03-15,1094.0
2014-01-30,2014-06-23,903.0
2014-01-05,2014-03-02,1217.0
2014-01-23,2014-06-14,1088.0
2014-01-21,2014-05-03,1057.0
2014-01-23,2014-06-08,1117.0
2014-01-26,2014-04-27,1405.0
2014-01-30,2014-06-01,1148.0
2014-01-28,2014-02-20,1092.0
2014-01-23,2014-02-27,1287.0
2014-01-21,2014-02-17,1557.0
2014-01-05,2014-05-31,1189.0
2014-01-25,2014-06-06,1345.0
2014-01-27,2014-05-10,1447.0
2014-01-22,2014-05-17,1016.0
2014-01-03,2014-05-18,1251.0
2014-01-30,2014-06-26,1224.0
2014-01-19,2014-06-30,1122.0
2014-01-30,2014-05-04,1211.0
2014-01-28,2014-03-26,1128.0
2014-01-16,2014-06-29,1076.0
2014-01-19,2014-06-09,1078.0
2014-01-31,2014-05-26,1118.0
2014-01-10,2014-05-23,955.0
2014-01-30,2014-06-29,1567.0
2014-01-19,2014-04-06,1178.0
2014-01-24,2014-04-21,1078.0
2014-01-07,2014-06-27,1138.0
2014-01-17,2014-06-08,1154.0
2014-01-17,2014-02-27,1332.0
2014-01-31,2014-06-15,1268.0
2014-01-06,2014-06-28,1205.0
2014-01-25,2014-06-23,1029.0
2014-01-24,2014-06-13,1653.0
2014-01-28,2014-06-28,1140.0
2014-01-06,2014-06-29,1339.0
2014-01-07,2014-06-26,864.0
2014-01-28,2014-06-19,1488.0
2014-01-31,2014-06-24,976.0
2014-01-29,2014-03-02,1389.0
2014-01-05,2014-03-15,1327.0
2014-01-27,2014-06-07,1482.0
2014-01-27,2014-03-24,1381.0
2014-01-23,2014-04-16,1430.0
2014-01-19,2014-06-29,1218.0
2014-01-18,2014-02-22,1056.0
2014-01-16,2014-06-27,891.0
2014-01-18,2014-06-14,1281.0
2014-01-30,2014-05-19,996.0
2014-01-11,2014-06-26,1150.0
2014-01-28,2014-06-27,1174.0
2014-01-06,2014-03-05,1471.0
2014-01-27,2014-06-07,1328.0
2014-01-23,2014-06-25,1659.0
2014-01-06,2014-03-14,1279.0
2014-01-12,2014-06-29,984.0
2014-01-12,2014-02-16,1198.0
2014-01-21,2014-06-23,1157.0
2014-01-18,2014-05-15,1617.0
2014-01-12,2014-06-30,1245.0
2014-01-08,2014-05-31,1054.0
2014-01-26,2014-03-19,1318.0
2014-01-18,2014-05-31,1040.0
2014-01-26,2014-03-31,1314.0
2014-01-17,2014-06-04,1187.0
2014-01-07,2014-04-19,1396.0
2014-01-23,2014-04-03,1186.0
2014-01-14,2014-06-26,1146.0
2014-01-27,2014-06-27,1218.0
2014-01-12,2014-06-11,1177.0
2014-01-27,2014-05-04,1376.0
2014-01-25,2014-06-28,1078.0
2014-01-11,2014-06-15,1621.0
2014-01-10,2014-06-26,1135.0
2014-01-06,2014-06-21,1105.0
2014-01-24,2014-05-10,951.0
2014-01-19,2014-06-05,1092.0
2014-01-26,2014-06-21,1484.0
2014-01-11,2014-06-11,1250.0
2014-01-27,2014-05-29,1730.0
2014-01-11,2014-06-27,1272.0
2014-01-17,2014-06-07,1535.0
2014-01-17,2014-04-13,1369.0
2014-01-19,2014-05-16,1092.0
2014-01-18,2014-03-29,1492.0
2014-01-16,2014-03-21,1178.0
2014-01-08,2014-06-23,884.0
2014-01-31,2014-06-05,1029.0
2014-01-19,2014-07-01,1281.0
2014-01-21,2014-06-02,1330.0
2014-01-29,2014-06-19,1385.0
2014-01-07,2014-06-21,1304.0
2014-01-31,2014-03-15,1702.0
2014-01-18,2014-06-29,1275.0
2014-01-24,2014-06-05,1141.0
2014-01-04,2014-05-21,1206.0
2014-01-24,2014-04-03,1190.0
2014-01-11,2014-04-21,1286.0
2014-01-27,2014-05-23,1485.0
2014-01-31,2014-04-22,1166.0
2014-01-24,2014-05-30,879.0
2014-01-06,2014-06-22,1313.0
2014-01-18,2014-06-22,1271.0
2014-01-04,2014-04-26,1433.0
2014-01-02,2014-06-28,1517.0
2014-01-13,2014-02-18,1340.0
2014-01-28,2014-06-07,1413.0
2014-01-25,2014-03-18,956.0
2014-01-06,2014-03-19,1216.0
2014-01-26,2014-04-19,966.0
2014-01-11,2014-06-02,1145.0
2014-01-01,2014-06-06,1061.0
2014-01-17,2014-05-20,1099.0
2014-01-27,2014-06-30,1339.0
2014-01-12,2014-06-29,1376.0
2014-01-16,2014-03-26,991.0
2014-01-25,2014-06-19,1069.0
2014-01-17,2014-05-02,963.0
2014-01-15,2014-05-16,1088.0
2014-01-06,2014-06-08,1464.0
2014-01-18,2014-04-12,1228.0
2014-01-21,2014-05-03,1316.0
2014-01-17,2014-03-30,1162.0
2014-01-11,2014-06-28,1376.0
2014-01-24,2014-05-11,1107.0
2014-01-19,2014-06-11,1525.0
2014-01-23,2014-06-30,1284.0
2014-01-02,2014-06-26,1185.0
2014-01-11,2014-06-23,817.0
2014-01-15,2014-05-20,894.0
2014-01-09,2014-06-28,1263.0
2014-01-04,2014-06-28,1263.0
2014-01-19,2014-05-26,1009.0
2014-01-07,2014-05-25,1289.0
2014-01-22,2014-06-30,1117.0
2014-01-22,2014-04-17,1101.0
2014-01-04,2014-06-15,1255.0
2014-01-31,2014-05-10,1153.0
2014-01-09,2014-03-15,972.0
2014-01-12,2014-06-14,663.0
2014-01-25,2014-03-27,1202.0
2014-01-16,2014-06-28,1242.0
2014-01-12,2014-06-18,1091.0
2014-01-20,2014-05-02,1076.0
2014-01-07,2014-05-16,923.0
2014-01-22,2014-06-30,1058.0
2014-01-10,2014-06-16,1261.0
2014-01-19,2014-05-22,730.0
2014-01-31,2014-06-14,906.0
2014-01-14,2014-06-14,1432.0
2014-01-17,2014-06-21,1422.0
2014-01-25,2014-06-05,1044.0
2014-01-04,2014-06-19,1274.0
2014-01-20,2014-05-01,1270.0
2014-01-31,2014-04-13,1140.0
2014-01-23,2014-06-30,1005.0
2014-01-01,2014-05-23,1489.0
2014-01-17,2014-06-25,1332.0
2014-01-24,2014-04-19,1333.0
2014-01-18,2014-07-01,1174.0
2014-01-19,2014-04-03,1390.0
2014-01-26,2014-06-22,1158.0
2014-01-22,2014-06-08,1485.0
2014-01-18,2014-05-25,1009.0
2014-01-15,2014-02-19,1257.0
2014-01-06,2014-06-28,1007.0
2014-01-17,2014-05-24,782.0
2014-01-29,2014-05-28,1297.0
2014-01-23,2014-05-04,1018.0
2014-01-01,2014-05-19,1153.0
2014-01-21,2014-06-19,965.0
2014-01-13,2014-06-28,1237.0
2014-01-27,2014-06-07,849.0
2014-01-23,2014-04-26,1372.0
2014-01-13,2014-04-21,1277.0
2014-01-09,2014-05-18,1382.0
2014-01-10,2014-06-29,1435.0
2014-01-01,2014-06-22,1204.0
2014-01-20,2014-03-02,1294.0
2014-01-03,2014-06-27,862.0
2014-01-02,2014-06-17,1084.0
2014-01-27,2014-05-07,1358.0
2014-01-06,2014-02-22,1282.0
2014-01-23,2014-02-22,904.0
2014-01-02,2014-06-22,1447.0
2014-01-24,2014-06-23,1326.0
2014-01-27,2014-06-27,1116.0
2014-01-01,2014-04-03,1215.0
2014-01-30,2014-03-22,1056.0
2014-01-18,2014-05-31,1558.0
2014-01-14,2014-05-23,978.0
2014-01-19,2014-06-30,1338.0
2014-01-26,2014-05-17,1023.0
2014-01-25,2014-06-28,1437.0
2014-01-24,2014-05-22,1615.0
2014-01-06,2014-06-20,1316.0
2014-01-24,2014-03-30,1436.0
2014-01-23,2014-05-06,1178.0
2014-01-27,2014-06-29,969.0
2014-01-21,2014-05-17,1176.0
2014-01-18,2014-06-26,1302.0
2014-01-03,2014-06-28,1381.0
2014-01-25,2014-04-17,979.0
2014-01-03,2014-05-19,1282.0
2014-01-18,2014-05-30,1235.0
2014-01-08,2014-06-19,825.0
2014-01-24,2014-06-20,913.0
2014-01-09,2014-06-30,841.0
2014-01-03,2014-06-12,1158.0
2014-01-28,2014-06-12,1235.0
2014-01-28,2014-06-20,1122.0
2014-01-25,2014-06-27,969.0
2014-01-16,2014-06-21,1161.0
2014-01-20,2014-04-17,988.0
2014-01-31,2014-04-21,1707.0
2014-01-16,2014-02-20,924.0
2014-01-18,2014-06-22,1393.0
2014-01-10,2014-06-07,879.0
2014-01-01,2014-06-08,1161.0
2014-01-04,2014-06-30,1380.0
2014-01-28,2014-05-31,1247.0
2014-01-24,2014-04-22,872.0
2014-01-23,2014-04-09,1356.0
2014-01-18,2014-06-01,1345.0
2014-01-13,2014-06-27,1069.0
2014-01-09,2014-04-12,1096.0
2014-01-09,2014-06-03,1136.0
2014-01-18,2014-06-13,1292.0
2014-01-26,2014-02-27,1433.0
2014-01-28,2014-06-08,943.0
2014-01-10,2014-06-20,1007.0
2014-01-08,2014-03-01,657.0
2014-01-10,2014-05-22,1087.0
2014-01-29,2014-06-14,1063.0
2014-01-18,2014-06-21,1087.0
2014-01-19,2014-06-21,900.0
2014-01-10,2014-06-13,1555.0
2014-01-07,2014-06-16,1361.0
2014-01-03,2014-05-15,1318.0
2014-01-19,2014-06-23,1161.0
2014-01-22,2014-06-26,870.0
2014-01-31,2014-06-30,1099.0
2014-01-14,2014-06-17,946.0
2014-01-16,2014-04-24,986.0
2014-01-27,2014-03-24,1114.0
2014-01-27,2014-06-05,1305.0
2014-01-27,2014-06-15,1023.0
2014-01-06,2014-06-29,1197.0
2014-01-14,2014-05-26,1136.0
2014-01-14,2014-06-22,1136.0
2014-01-14,2014-06-28,1517.0
2014-01-03,2014-06-16,1304.0
2014-01-05,2014-06-13,802.0
2014-01-31,2014-04-18,1357.0
2014-01-25,2014-06-18,1395.0
2014-01-01,2014-06-28,1184.0
2014-01-30,2014-06-22,1227.0
2014-01-31,2014-03-30,1002.0
2014-01-19,2014-06-13,1493.0
2014-01-28,2014-06-28,955.0
2014-01-05,2014-06-21,1198.0
2014-01-28,2014-06-11,1302.0
2014-01-07,2014-05-26,1296.0
2014-01-31,2014-06-30,1051.0
2014-01-23,2014-06-28,1190.0
2014-01-27,2014-06-28,1434.0
2014-01-16,2014-05-12,962.0
2014-01-07,2014-04-08,1172.0
2014-01-22,2014-06-29,1079.0
2014-01-09,2014-06-23,1160.0
2014-01-27,2014-05-04,965.0
2014-01-15,2014-02-20,1480.0
2014-01-17,2014-06-07,840.0
2014-01-28,2014-06-27,1138.0
2014-01-17,2014-05-16,1406.0
2014-01-12,2014-05-19,1046.0
2014-01-19,2014-06-26,1468.0
2014-01-25,2014-06-30,1290.0
2014-01-16,2014-06-28,1368.0
2014-01-08,2014-05-11,1157.0
2014-01-20,2014-02-23,974.0
2014-01-12,2014-05-22,1312.0
2014-01-18,2014-06-29,1278.0
2014-01-15,2014-04-06,1207.0
2014-01-10,2014-06-27,1221.0
2014-01-31,2014-04-06,1177.0
2014-01-01,2014-05-22,863.0
2014-01-13,2014-06-10,1314.0
2014-01-31,2014-06-25,1315.0
2014-01-09,2014-02-16,1272.0
2014-01-16,2014-06-29,890.0
2014-01-10,2014-03-09,1396.0
2014-01-16,2014-06-25,1277.0
2014-01-31,2014-06-01,1211.0
2014-01-18,2014-04-03,1310.0
2014-01-28,2014-05-08,1247.0
2014-01-25,2014-02-17,1458.0
2014-01-10,2014-06-19,1328.0
2014-01-06,2014-06-21,990.0
2014-01-16,2014-06-01,869.0
2014-01-31,2014-04-30,1417.0
2014-01-28,2014-04-08,1158.0
2014-01-18,2014-04-11,774.0
2014-01-09,2014-06-30,1140.0
2014-01-18,2014-05-04,1112.0
2014-01-08,2014-04-13,1348.0
2014-01-31,2014-02-28,898.0
2014-01-19,2014-06-25,611.0
2014-01-25,2014-03-01,1288.0
2014-01-19,2014-03-02,1325.0
2014-01-14,2014-06-21,1147.0
2014-01-25,2014-05-27,1120.0
2014-01-11,2014-03-02,1310.0
2014-01-02,2014-02-16,1406.0
2014-01-25,2014-03-08,985.0
2014-01-04,2014-04-11,1154.0
2014-01-06,2014-06-29,1273.0
2014-01-21,2014-05-30,887.0
2014-01-27,2014-06-13,1243.0
2014-01-11,2014-06-24,1064.0
2014-01-26,2014-05-31,1124.0
2014-01-13,2014-05-29,1262.0
2014-01-25,2014-04-26,1168.0
2014-01-29,2014-06-28,1323.0
2014-01-14,2014-06-27,1566.0
2014-01-08,2014-06-15,1035.0
2014-01-28,2014-04-01,902.0
2014-01-13,2014-03-23,1489.0
2014-01-02,2014-06-15,668.0
2014-01-09,2014-05-17,1040.0
2014-01-24,2014-06-27,1080.0
2014-01-01,2014-06-02,939.0
2014-01-25,2014-04-26,1177.0
2014-01-28,2014-06-19,1479.0
2014-01-01,2014-06-28,1103.0
2014-01-25,2014-06-24,845.0
2014-01-19,2014-05-21,883.0
2014-01-16,2014-06-01,1313.0
2014-01-20,2014-06-22,1052.0
2014-01-22,2014-02-16,1160.0
2014-01-19,2014-07-01,1372.0
2014-01-05,2014-06-28,1404.0
2014-01-25,2014-06-21,1111.0
2014-01-26,2014-05-29,1246.0
2014-01-22,2014-04-10,1398.0
2014-01-19,2014-06-25,1150.0
2014-01-11,2014-06-08,1288.0
2014-01-12,2014-06-12,1342.0
2014-01-23,2014-05-10,1094.0
2014-01-12,2014-06-27,1125.0
2014-01-24,2014-04-13,1579.0
2014-01-09,2014-04-06,1073.0
2014-01-01,2014-06-13,1249.0
2014-01-23,2014-06-07,1722.0
2014-01-25,2014-03-17,1294.0
2014-01-01,2014-06-30,1290.0
2014-01-17,2014-07-01,1012.0
2014-01-19,2014-05-23,1630.0
2014-01-01,2014-04-12,1241.0
2014-01-18,2014-06-14,1379.0
2014-01-25,2014-03-31,1309.0
2014-01-22,2014-06-04,783.0
2014-01-08,2014-06-28,1373.0
2014-01-26,2014-02-25,1016.0
2014-01-18,2014-06-28,1109.0
2014-01-20,2014-06-12,1156.0
2014-01-05,2014-03-04,1159.0
2014-01-15,2014-05-04,1233.0
2014-01-04,2014-04-06,1216.0
2014-01-23,2014-04-25,951.0
2014-01-01,2014-07-01,1237.0
2014-01-27,2014-05-12,1418.0
2014-01-25,2014-06-22,1324.0
2014-01-31,2014-06-03,1160.0
2014-01-27,2014-05-12,1132.0
2014-01-17,2014-06-24,1123.0
2014-01-09,2014-05-09,950.0
2014-01-11,2014-05-02,1157.0
2014-01-15,2014-05-24,1692.0
2014-01-16,2014-06-28,1034.0
2014-01-01,2014-06-27,1162.0
2014-01-26,2014-06-22,1256.0
2014-01-06,2014-06-14,1170.0
2014-01-25,2014-06-20,1091.0
2014-01-17,2014-04-16,1161.0
2014-01-20,2014-04-26,1226.0
2014-01-15,2014-06-28,1155.0
2014-01-27,2014-06-09,1150.0
2014-01-12,2014-05-20,1059.0
2014-01-03,2014-02-22,1254.0
2014-01-17,2014-05-09,939.0
2014-01-07,2014-04-13,1439.0
2014-01-08,2014-06-18,1546.0
2014-01-18,2014-06-28,1323.0
2014-01-16,2014-06-07,1193.0
2014-01-28,2014-06-28,1501.0
2014-01-19,2014-04-19,1184.0
2014-01-05,2014-06-29,1378.0
2014-01-10,2014-02-16,1222.0
2014-01-30,2014-06-29,652.0
2014-01-30,2014-06-29,1225.0
2014-01-18,2014-05-24,1107.0
2014-01-08,2014-06-20,1462.0
2014-01-17,2014-05-31,902.0
2014-01-27,2014-04-09,1720.0
2014-01-22,2014-05-16,1115.0
2014-01-08,2014-06-27,1547.0
2014-01-19,2014-04-12,1363.0
2014-01-31,2014-02-16,1427.0
2014-01-16,2014-03-07,1254.0
2014-01-18,2014-03-21,1117.0
2014-01-14,2014-06-18,1100.0
2014-01-13,2014-07-01,1399.0
2014-01-08,2014-06-14,979.0
2014-01-27,2014-06-27,968.0
2014-01-25,2014-06-29,1264.0
2014-01-02,2014-05-21,1221.0
2014-01-19,2014-05-02,1161.0
2014-01-18,2014-06-29,1547.0
2014-01-17,2014-04-20,769.0
2014-01-23,2014-06-13,1293.0
2014-01-25,2014-06-20,1188.0
2014-01-18,2014-06-26,1034.0
2014-01-17,2014-06-07,1422.0
2014-01-01,2014-06-01,1418.0
2014-01-26,2014-06-30,865.0
2014-01-01,2014-06-28,1324.0
2014-01-07,2014-06-16,1423.0
2014-01-18,2014-06-27,1005.0
2014-01-06,2014-02-20,1127.0
2014-01-25,2014-05-11,1376.0
2014-01-02,2014-06-07,1292.0
2014-01-11,2014-03-30,1205.0
2014-01-23,2014-06-21,1024.0
2014-01-28,2014-06-28,992.0
2014-01-20,2014-06-27,1419.0
2014-01-15,2014-05-17,1331.0
2014-01-31,2014-06-15,1422.0
2014-01-05,2014-05-29,1274.0
2014-01-19,2014-06-28,814.0
2014-01-25,2014-06-22,1215.0
2014-01-29,2014-06-27,1468.0
2014-01-22,2014-06-29,1124.0
2014-01-01,2014-06-03,1151.0
2014-01-10,2014-06-30,1356.0
2014-01-25,2014-06-27,1184.0
2014-01-18,2014-04-27,1163.0
2014-01-01,2014-06-30,1090.0
2014-01-26,2014-04-25,984.0
2014-01-19,2014-05-03,1422.0
2014-01-30,2014-02-17,1204.0
2014-01-10,2014-06-07,1033.0
2014-01-03,2014-06-07,1206.0
2014-01-31,2014-04-04,1015.0
2014-01-24,2014-03-23,1404.0
2014-01-12,2014-04-26,1030.0
2014-01-31,2014-05-15,1216.0
2014-01-15,2014-03-09,1281.0
2014-01-15,2014-06-10,1681.0
2014-01-27,2014-06-30,884.0
2014-01-12,2014-04-27,1555.0
2014-01-18,2014-06-06,1253.0
2014-01-13,2014-06-27,1374.0
2014-01-08,2014-06-27,1273.0
2014-01-31,2014-05-01,1057.0
2014-01-13,2014-06-30,1043.0
2014-01-18,2014-06-18,924.0
2014-01-31,2014-06-21,1574.0
2014-01-17,2014-06-15,1245.0
2014-01-11,2014-06-14,1245.0
2014-01-02,2014-03-29,1242.0
2014-01-24,2014-05-25,1226.0
2014-01-23,2014-06-19,1212.0
2014-01-13,2014-04-18,994.0
2014-01-24,2014-03-08,1347.0
2014-01-25,2014-03-30,1120.0
2014-01-17,2014-06-27,935.0
2014-01-08,2014-05-26,1058.0
2014-01-04,2014-03-16,1441.0
2014-01-28,2014-02-26,1315.0
2014-01-31,2014-05-25,1148.0
2014-01-20,2014-05-11,1439.0
2014-01-25,2014-04-16,1121.0
2014-01-04,2014-06-26,1193.0
2014-01-25,2014-06-30,1053.0
2014-01-03,2014-06-18,1006.0
2014-01-18,2014-04-25,853.0
2014-01-08,2014-06-30,717.0
2014-01-07,2014-06-19,1218.0
2014-01-30,2014-04-19,1217.0
2014-01-18,2014-06-14,1467.0
2014-01-25,2014-05-18,1122.0
2014-01-31,2014-03-30,1388.0
2014-01-11,2014-06-11,1159.0
2014-01-21,2014-05-17,1131.0
2014-01-31,2014-05-11,1403.0
2014-01-06,2014-04-19,1405.0
2014-01-23,2014-03-08,1137.0
2014-01-16,2014-04-02,841.0
2014-01-25,2014-06-30,1200.0
2014-01-29,2014-06-21,1066.0
2014-01-05,2014-05-15,1470.0
2014-01-19,2014-06-25,1251.0
2014-01-24,2014-05-17,1169.0
2014-01-25,2014-06-28,1286.0
2014-01-26,2014-02-23,1417.0
2014-01-28,2014-06-18,1176.0
2014-01-08,2014-03-02,1123.0
2014-01-04,2014-06-22,1196.0
2014-01-01,2014-06-22,1092.0
2014-01-22,2014-06-30,1139.0
2014-01-18,2014-03-20,1098.0
2014-01-09,2014-06-09,1299.0
2014-01-18,2014-04-10,1070.0
2014-01-05,2014-06-14,851.0
2014-01-24,2014-06-29,1285.0
2014-01-05,2014-02-24,901.0
2014-01-25,2014-06-22,934.0
2014-01-05,2014-05-25,1307.0
2014-01-01,2014-06-29,763.0
2014-01-14,2014-07-01,997.0
2014-01-18,2014-06-29,1136.0
2014-01-26,2014-06-10,1033.0
2014-01-25,2014-06-29,1303.0
2014-01-18,2014-03-22,905.0
2014-01-15,2014-03-28,1234.0
2014-01-31,2014-06-22,832.0
2014-01-18,2014-06-27,1085.0
2014-01-18,2014-04-07,1317.0
2014-01-24,2014-02-27,1035.0
2014-01-21,2014-02-26,1219.0
2014-01-18,2014-07-01,1208.0
2014-01-12,2014-06-11,1394.0
2014-01-07,2014-02-19,1367.0
2014-01-14,2014-06-14,1268.0
2014-01-08,2014-06-28,1271.0
2014-01-31,2014-06-15,1381.0
2014-01-16,2014-05-15,921.0
2014-01-18,2014-06-20,1174.0
2014-01-19,2014-05-12,1100.0
2014-01-24,2014-03-08,945.0
2014-01-25,2014-06-27,1194.0
2014-01-22,2014-06-30,1226.0
2014-01-03,2014-05-24,1233.0
2014-01-17,2014-03-15,1226.0
2014-01-01,2014-06-29,1206.0
2014-01-25,2014-07-01,1305.0
2014-01-04,2014-06-14,1484.0
2014-01-25,2014-02-22,1250.0
2014-01-10,2014-05-28,943.0
2014-01-16,2014-06-15,866.0
2014-01-04,2014-05-28,744.0
2014-01-25,2014-03-23,1164.0
2014-01-20,2014-06-26,1431.0
2014-01-04,2014-06-21,1452.0
2014-01-06,2014-06-25,1174.0
2014-01-17,2014-04-20,1622.0
2014-01-02,2014-05-12,1103.0
2014-01-08,2014-05-26,1356.0
2014-01-08,2014-02-16,1052.0
2014-01-18,2014-06-08,1430.0
2014-01-29,2014-04-10,970.0
2014-01-14,2014-06-27,1008.0
2014-01-02,2014-03-09,1230.0
2014-01-12,2014-03-09,1402.0
2014-01-06,2014-02-25,1158.0
2014-01-08,2014-05-30,1042.0
2014-01-02,2014-05-22,1146.0
2014-01-14,2014-04-27,1362.0
2014-01-31,2014-05-08,984.0
2014-01-28,2014-06-21,922.0
2014-01-24,2014-04-05,1075.0
2014-01-05,2014-06-22,989.0
2014-01-04,2014-06-22,1204.0
2014-01-13,2014-05-18,1170.0
2014-01-04,2014-06-20,1016.0
2014-01-29,2014-03-06,1286.0
2014-01-11,2014-04-18,1224.0
2014-01-23,2014-05-17,1193.0
2014-01-21,2014-05-01,1303.0
2014-01-09,2014-05-17,1555.0
2014-01-17,2014-05-17,1204.0
2014-01-07,2014-06-24,1307.0
2014-01-11,2014-03-15,735.0
2014-01-24,2014-06-28,853.0
2014-01-23,2014-05-03,1159.0
2014-01-12,2014-04-18,1242.0
2014-01-19,2014-03-10,934.0
2014-01-09,2014-02-24,1389.0
2014-01-21,2014-06-04,1346.0
2014-01-07,2014-06-21,1302.0
2014-01-03,2014-03-10,1082.0
2014-01-26,2014-06-19,1299.0
2014-01-28,2014-06-28,1511.0
2014-01-31,2014-04-15,920.0
2014-01-27,2014-04-20,1493.0
2014-01-01,2014-06-17,1398.0
2014-01-22,2014-05-30,1495.0
2014-01-07,2014-06-28,1189.0
2014-01-14,2014-06-08,1233.0
2014-01-11,2014-04-06,985.0
2014-01-11,2014-06-22,1288.0
2014-01-10,2014-03-08,1466.0
2014-01-31,2014-06-23,1362.0
2014-01-13,2014-03-28,1279.0
2014-01-09,2014-06-19,1372.0
2014-01-18,2014-06-26,1457.0
2014-01-11,2014-06-16,1420.0
2014-01-18,2014-05-20,987.0
2014-01-27,2014-02-16,1339.0
2014-01-23,2014-06-28,1428.0
2014-01-04,2014-06-28,1179.0
2014-01-22,2014-06-30,1075.0
2014-01-17,2014-06-06,1237.0
2014-01-12,2014-05-03,1621.0
2014-01-26,2014-05-12,1290.0
2014-01-24,2014-05-10,977.0
2014-01-21,2014-05-26,1448.0
2014-01-04,2014-06-08,1159.0
2014-01-29,2014-06-20,737.0
2014-01-17,2014-05-31,1269.0
2014-01-29,2014-06-23,1032.0
2014-01-10,2014-03-09,1183.0
2014-01-17,2014-06-21,1770.0
2014-01-25,2014-05-31,1102.0
2014-01-01,2014-05-28,942.0
2014-01-16,2014-03-29,910.0
2014-01-21,2014-04-13,1202.0
2014-01-17,2014-03-01,1000.0
2014-01-06,2014-06-29,1383.0
2014-01-11,2014-05-30,1585.0
2014-01-27,2014-05-05,1150.0
2014-01-25,2014-04-11,740.0
2014-01-19,2014-03-15,1020.0
2014-01-10,2014-06-30,1110.0
2014-01-26,2014-06-04,1258.0
2014-01-21,2014-04-20,1119.0
2014-01-24,2014-06-22,1044.0
